Drug1_ID,Drug2_ID,Y,Neg samples
DB00300,DB00605,1,DB06717$t
DB00898,DB00921,1,DB00542$h
DB00864,DB01264,1,DB00162$h
DB00277,DB00368,1,DB00263$t
DB00692,DB00806,1,DB00244$h
DB00203,DB01072,1,DB00855$t
DB00186,DB00921,1,DB00846$t
DB00450,DB00843,1,DB04348$h
DB00762,DB01263,1,DB00378$t
DB00196,DB01268,1,DB00634$t
DB00673,DB02703,1,DB00409$t
DB00220,DB05109,1,DB01041$h
DB00343,DB09282,1,DB00235$h
DB01171,DB08893,1,DB01262$h
DB00935,DB00961,1,DB00887$h
DB01609,DB04855,1,DB09079$h
DB00277,DB00559,1,DB11256$h
DB00673,DB06626,1,DB00223$h
DB00368,DB09080,1,DB00549$t
DB09074,DB09119,1,DB06211$h
DB00387,DB09290,1,DB01436$t
DB00850,DB09290,1,DB00993$h
DB00932,DB00946,1,DB00211$h
DB00220,DB04876,1,DB00413$t
DB00367,DB00564,1,DB00578$h
DB00358,DB05246,1,DB00731$h
DB00346,DB09054,1,DB01183$t
DB01016,DB04868,1,DB00641$t
DB01045,DB01238,1,DB00669$t
DB00468,DB01340,1,DB00260$h
DB00497,DB00808,1,DB00305$t
DB00328,DB09026,1,DB01098$t
DB00986,DB09290,1,DB00294$h
DB00470,DB01274,1,DB09401$h
DB01254,DB04908,1,DB08881$h
DB01254,DB06605,1,DB00746$h
DB01100,DB03880,1,DB00749$t
DB00402,DB01609,1,DB00343$t
DB01024,DB01137,1,DB06288$t
DB00765,DB01038,1,DB01251$h
DB00611,DB06274,1,DB00590$h
DB00374,DB00584,1,DB08867$t
DB00318,DB00482,1,DB00391$h
DB00975,DB06228,1,DB00906$h
DB00220,DB00864,1,DB01046$t
DB00564,DB06201,1,DB00287$t
DB00333,DB09042,1,DB00261$h
DB00559,DB09074,1,DB06791$h
DB00588,DB00871,1,DB08899$h
DB01088,DB01418,1,DB09049$h
DB00177,DB00468,1,DB01601$h
DB00368,DB00816,1,DB01581$h
DB00590,DB00820,1,DB06826$t
DB00990,DB01609,1,DB08912$h
DB01288,DB01291,1,DB00960$h
DB06616,DB08912,1,DB01288$t
DB01254,DB08899,1,DB00905$t
DB00316,DB00564,1,DB06663$h
DB00898,DB01156,1,DB00864$t
DB00601,DB06684,1,DB09078$t
DB01029,DB09220,1,DB06401$h
DB04843,DB09272,1,DB01009$t
DB08893,DB09076,1,DB00694$t
DB00834,DB01219,1,DB00489$h
DB00323,DB05271,1,DB04272$t
DB00872,DB06603,1,DB09280$t
DB00263,DB01136,1,DB01369$t
DB01136,DB06207,1,DB00423$t
DB00530,DB00736,1,DB00975$t
DB00765,DB00768,1,DB05351$h
DB02703,DB04868,1,DB00197$t
DB00175,DB01418,1,DB01129$h
DB00207,DB08916,1,DB00266$h
DB00760,DB09268,1,DB09070$t
DB00468,DB00968,1,DB01236$t
DB01268,DB09049,1,DB01171$h
DB00577,DB01024,1,DB08934$t
DB00673,DB00872,1,DB00898$t
DB00806,DB09026,1,DB06288$t
DB00281,DB01609,1,DB00957$t
DB00294,DB01320,1,DB00206$t
DB00273,DB01247,1,DB01023$h
DB00334,DB00475,1,DB00445$t
DB00695,DB06696,1,DB09055$t
DB00266,DB00788,1,DB01558$h
DB04876,DB06663,1,DB00852$h
DB00641,DB01232,1,DB06228$h
DB00224,DB08816,1,DB09221$h
DB00440,DB08907,1,DB00480$t
DB00938,DB06707,1,DB00662$h
DB06480,DB09291,1,DB00285$h
DB00211,DB00588,1,DB01042$t
DB00968,DB01143,1,DB01195$t
DB00986,DB11181,1,DB00897$t
DB00713,DB01082,1,DB01023$t
DB00450,DB01558,1,DB01607$h
DB00881,DB01590,1,DB04339$t
DB06695,DB09075,1,DB06626$h
DB00318,DB00332,1,DB00550$h
DB00468,DB01076,1,DB01132$h
DB00932,DB01418,1,DB01130$h
DB00976,DB09268,1,DB01326$h
DB00889,DB06700,1,DB00689$t
DB00280,DB04924,1,DB06413$t
DB00367,DB00776,1,DB06717$h
DB00700,DB08907,1,DB00175$h
DB00932,DB01016,1,DB00988$h
DB00461,DB01021,1,DB01066$t
DB00927,DB04868,1,DB01563$h
DB00415,DB00437,1,DB01255$h
DB00976,DB08864,1,DB09064$h
DB00660,DB00765,1,DB00932$h
DB01601,DB03880,1,DB09143$t
DB00486,DB00897,1,DB00976$t
DB00503,DB04844,1,DB01235$h
DB00496,DB06717,1,DB01558$t
DB00669,DB00875,1,DB01393$h
DB00959,DB05039,1,DB00740$h
DB00705,DB09039,1,DB01265$t
DB00903,DB01143,1,DB00369$h
DB05521,DB09143,1,DB01002$t
DB00243,DB04908,1,DB00380$t
DB00163,DB01009,1,DB00429$t
DB05521,DB06209,1,DB09078$h
DB01233,DB09042,1,DB04924$t
DB01204,DB08895,1,DB00310$h
DB00615,DB05812,1,DB00723$t
DB00945,DB01166,1,DB00497$t
DB00700,DB08912,1,DB00554$t
DB00582,DB06626,1,DB01195$h
DB00188,DB05246,1,DB04946$t
DB00254,DB01060,1,DB00953$t
DB00381,DB00862,1,DB06772$t
DB01211,DB09073,1,DB00471$t
DB00887,DB01251,1,DB00951$h
DB00951,DB09128,1,DB00207$h
DB00358,DB01068,1,DB01002$h
DB00503,DB09123,1,DB00730$h
DB00582,DB06414,1,DB00274$h
DB01166,DB01171,1,DB00818$h
DB01214,DB08895,1,DB00300$t
DB01601,DB06290,1,DB01198$t
DB00267,DB00682,1,DB09300$h
DB00263,DB00884,1,DB00146$h
DB01229,DB05812,1,DB09210$h
DB01418,DB06605,1,DB00651$h
DB00559,DB01268,1,DB00442$t
DB01020,DB06717,1,DB00861$h
DB00227,DB00582,1,DB01004$h
DB00897,DB08912,1,DB09214$h
DB00502,DB00861,1,DB00355$t
DB01264,DB01609,1,DB00584$h
DB00641,DB09119,1,DB00359$t
DB00524,DB01119,1,DB00731$t
DB00834,DB09073,1,DB00550$t
DB00193,DB00976,1,DB00479$t
DB00121,DB00301,1,DB00718$h
DB00252,DB00612,1,DB01260$h
DB00363,DB01168,1,DB04953$h
DB01119,DB01136,1,DB01189$t
DB00590,DB09220,1,DB00956$h
DB00195,DB00248,1,DB00861$t
DB00193,DB01168,1,DB01020$h
DB00264,DB08976,1,DB06702$h
DB00295,DB01255,1,DB00521$h
DB00854,DB09272,1,DB00190$h
DB01418,DB09063,1,DB00491$t
DB00808,DB08907,1,DB01262$t
DB00282,DB00480,1,DB01132$h
DB00745,DB09042,1,DB00130$t
DB00282,DB06696,1,DB00709$h
DB00554,DB00700,1,DB06813$h
DB00732,DB01320,1,DB01595$t
DB00252,DB04845,1,DB09059$h
DB01200,DB01211,1,DB01009$t
DB00220,DB00443,1,DB00449$t
DB00605,DB01014,1,DB01359$h
DB00396,DB00414,1,DB00381$h
DB00503,DB09054,1,DB00259$h
DB06589,DB08893,1,DB00610$t
DB00320,DB01238,1,DB00909$h
DB00564,DB00834,1,DB01582$t
DB01267,DB09280,1,DB08868$t
DB00684,DB01600,1,DB09288$h
DB00736,DB00932,1,DB00210$h
DB00705,DB09049,1,DB06201$t
DB01041,DB04574,1,DB06412$h
DB00216,DB09118,1,DB00338$h
DB00563,DB04817,1,DB04711$t
DB00316,DB00388,1,DB00264$t
DB01030,DB01076,1,DB01602$t
DB01166,DB06717,1,DB06826$t
DB00820,DB00876,1,DB01329$t
DB00695,DB01392,1,DB00519$t
DB00333,DB00606,1,DB09257$t
DB00363,DB01181,1,DB00713$t
DB00363,DB00428,1,DB00984$t
DB00794,DB00957,1,DB00513$t
DB00673,DB06772,1,DB06288$t
DB00921,DB04953,1,DB00634$h
DB00413,DB00768,1,DB00724$t
DB00468,DB00612,1,DB01224$h
DB00872,DB08820,1,DB09156$t
DB00921,DB01072,1,DB06616$h
DB00214,DB00588,1,DB00521$h
DB01155,DB09268,1,DB00953$t
DB00402,DB06201,1,DB01364$t
DB00682,DB08873,1,DB01189$t
DB00503,DB01194,1,DB01198$h
DB00266,DB00903,1,DB06663$t
DB06603,DB08899,1,DB06826$h
DB04835,DB09065,1,DB06594$t
DB00695,DB01016,1,DB00623$t
DB00625,DB00921,1,DB00495$h
DB00564,DB01238,1,DB00396$t
DB00263,DB01208,1,DB00186$h
DB00452,DB01009,1,DB04918$t
DB01380,DB05521,1,DB02546$h
DB00373,DB00449,1,DB00768$t
DB01359,DB04855,1,DB00837$t
DB00373,DB01119,1,DB09477$t
DB01590,DB01609,1,DB00450$t
DB01224,DB01247,1,DB01413$t
DB00181,DB01198,1,DB01140$t
DB01193,DB09042,1,DB00788$t
DB02703,DB09143,1,DB02546$h
DB00745,DB08820,1,DB00993$h
DB00322,DB01015,1,DB01147$t
DB00541,DB09291,1,DB00214$h
DB00252,DB06605,1,DB00623$h
DB00402,DB00765,1,DB05271$h
DB00203,DB09065,1,DB00146$h
DB02901,DB06791,1,DB01023$t
DB00337,DB00860,1,DB00906$h
DB00294,DB00974,1,DB01436$t
DB00248,DB00918,1,DB00197$t
DB00691,DB09292,1,DB01076$t
DB00181,DB01219,1,DB00227$h
DB00794,DB06603,1,DB00199$h
DB00412,DB09401,1,DB08893$t
DB00188,DB00980,1,DB09271$t
DB01320,DB09053,1,DB00452$t
DB00280,DB00571,1,DB00499$h
DB00334,DB00842,1,DB09064$t
DB00547,DB09063,1,DB01150$t
DB00104,DB00968,1,DB01408$t
DB01045,DB09075,1,DB01251$h
DB00932,DB00997,1,DB00368$t
DB00991,DB09295,1,DB00357$h
DB00341,DB00450,1,DB00199$t
DB01200,DB01624,1,DB01501$t
DB00177,DB01235,1,DB00864$t
DB01219,DB09214,1,DB00115$h
DB00327,DB01614,1,DB09143$t
DB00295,DB00999,1,DB00287$t
DB00338,DB00688,1,DB06605$t
DB00544,DB01136,1,DB01047$t
DB00983,DB09080,1,DB00530$h
DB00206,DB00806,1,DB00879$t
DB01267,DB04876,1,DB01394$t
DB00193,DB01038,1,DB00555$h
DB00559,DB04938,1,DB00492$h
DB00671,DB01082,1,DB01380$t
DB00861,DB01208,1,DB01004$h
DB00850,DB04924,1,DB09143$h
DB00187,DB00390,1,DB00691$t
DB01177,DB01232,1,DB01065$t
DB01263,DB01320,1,DB09330$t
DB01656,DB08931,1,DB04876$t
DB00211,DB09082,1,DB01129$h
DB00163,DB00500,1,DB00121$t
DB00502,DB06700,1,DB01606$h
DB01166,DB06414,1,DB09050$t
DB00248,DB00904,1,DB00577$h
DB00485,DB00682,1,DB00563$h
DB00723,DB01291,1,DB01126$t
DB00559,DB00682,1,DB06213$h
DB00861,DB06813,1,DB00503$t
DB06212,DB09054,1,DB00811$h
DB00790,DB08907,1,DB00173$h
DB01211,DB06636,1,DB01048$t
DB00500,DB04272,1,DB04845$t
DB00396,DB01120,1,DB01163$t
DB01319,DB08820,1,DB09076$t
DB00346,DB00700,1,DB08901$h
DB00582,DB01067,1,DB00368$t
DB00220,DB00959,1,DB00150$h
DB00988,DB01189,1,DB09128$t
DB00224,DB01048,1,DB09082$h
DB00211,DB00320,1,DB01606$h
DB00450,DB01080,1,DB00337$t
DB01193,DB01288,1,DB01275$t
DB00252,DB01560,1,DB01047$h
DB01235,DB08931,1,DB01624$h
DB00337,DB01024,1,DB00297$t
DB00867,DB00983,1,DB00739$h
DB06282,DB08893,1,DB00628$t
DB00186,DB00850,1,DB08820$h
DB00557,DB00842,1,DB00695$t
DB01330,DB04339,1,DB00339$h
DB00921,DB01621,1,DB00627$t
DB00035,DB00642,1,DB01166$h
DB01017,DB06282,1,DB01764$t
DB00881,DB01137,1,DB01087$t
DB00263,DB09268,1,DB00449$t
DB00445,DB01229,1,DB09274$t
DB01609,DB09074,1,DB00493$t
DB00686,DB06228,1,DB04842$t
DB00399,DB00479,1,DB01015$h
DB00268,DB01440,1,DB06603$h
DB01097,DB09330,1,DB01003$t
DB00252,DB09079,1,DB00449$t
DB00285,DB01038,1,DB08932$t
DB00446,DB04339,1,DB11256$h
DB00363,DB00794,1,DB08873$h
DB00263,DB00912,1,DB01501$t
DB00163,DB00498,1,DB00521$h
DB00449,DB01193,1,DB00284$h
DB08864,DB09063,1,DB01236$t
DB00635,DB00951,1,DB00554$h
DB00605,DB01208,1,DB00937$t
DB01222,DB01232,1,DB01000$t
DB00500,DB09214,1,DB01595$t
DB01264,DB08912,1,DB00634$h
DB00480,DB00783,1,DB00627$h
DB00398,DB00851,1,DB00917$t
DB00593,DB00898,1,DB01009$h
DB00601,DB00623,1,DB01072$t
DB00912,DB01609,1,DB00273$h
DB00206,DB01359,1,DB00854$t
DB00485,DB00688,1,DB00222$t
DB00136,DB00559,1,DB05246$h
DB00367,DB00673,1,DB00368$h
DB01058,DB01609,1,DB09030$h
DB00834,DB01238,1,DB00521$h
DB00343,DB00470,1,DB00276$h
DB00361,DB08912,1,DB00368$t
DB01178,DB01255,1,DB09063$h
DB00035,DB00554,1,DB03615$h
DB00470,DB00651,1,DB09059$h
DB00470,DB01106,1,DB00706$t
DB00498,DB01254,1,DB06729$h
DB02703,DB06207,1,DB00459$h
DB00452,DB00482,1,DB01595$h
DB00565,DB01111,1,DB01291$t
DB00332,DB00935,1,DB00441$h
DB00867,DB01288,1,DB00898$t
DB00794,DB04845,1,DB00571$t
DB01558,DB06201,1,DB00456$t
DB00968,DB01392,1,DB09054$t
DB00404,DB01440,1,DB09289$t
DB01100,DB04839,1,DB01320$h
DB01254,DB08873,1,DB00035$h
DB00387,DB00611,1,DB01112$t
DB00479,DB01600,1,DB01063$t
DB00220,DB08912,1,DB00630$h
DB00582,DB09049,1,DB00689$t
DB00498,DB00686,1,DB00535$t
DB00468,DB09118,1,DB00412$t
DB00206,DB00268,1,DB01265$t
DB00607,DB00956,1,DB00728$h
DB00880,DB01551,1,DB00341$h
DB00224,DB08864,1,DB08976$h
DB00969,DB08873,1,DB09279$t
DB00177,DB00783,1,DB00681$t
DB00625,DB01117,1,DB05266$h
DB00317,DB00673,1,DB00337$t
DB00495,DB08880,1,DB00209$h
DB00834,DB00983,1,DB00770$t
DB00188,DB01072,1,DB00881$h
DB00243,DB01203,1,DB01264$h
DB00877,DB01120,1,DB01229$t
DB00564,DB09079,1,DB00977$t
DB00889,DB01247,1,DB01072$h
DB00214,DB00542,1,DB00399$h
DB00618,DB01607,1,DB08868$h
DB00206,DB09220,1,DB06769$t
DB00381,DB09220,1,DB05246$t
DB00502,DB00898,1,DB06412$h
DB08873,DB08912,1,DB08906$t
DB00460,DB00788,1,DB00747$h
DB00188,DB08899,1,DB01220$t
DB00180,DB00607,1,DB00222$t
DB00953,DB01618,1,DB09049$t
DB00976,DB09118,1,DB01587$h
DB01016,DB02901,1,DB00324$t
DB00623,DB00696,1,DB00806$t
DB00900,DB04854,1,DB00263$h
DB00618,DB09268,1,DB08873$h
DB00199,DB09075,1,DB00593$h
DB01614,DB06684,1,DB00332$t
DB00193,DB01233,1,DB00550$h
DB00335,DB00820,1,DB00952$h
DB00409,DB00918,1,DB06663$h
DB01253,DB04842,1,DB00173$h
DB00311,DB01294,1,DB01083$h
DB00374,DB00695,1,DB00330$t
DB00346,DB01254,1,DB00565$t
DB00461,DB01296,1,DB01029$h
DB00728,DB00908,1,DB01014$t
DB00181,DB00844,1,DB09080$t
DB00582,DB06176,1,DB00881$t
DB00480,DB08895,1,DB01196$t
DB00181,DB00318,1,DB01003$h
DB00359,DB08912,1,DB00512$h
DB00682,DB06605,1,DB04570$h
DB00968,DB08895,1,DB01202$t
DB00938,DB01203,1,DB01393$t
DB00196,DB00673,1,DB00841$t
DB00499,DB00559,1,DB01253$t
DB01168,DB01192,1,DB01138$h
DB00864,DB09027,1,DB01076$t
DB00196,DB00358,1,DB01073$h
DB00834,DB01621,1,DB04339$t
DB00999,DB01551,1,DB01298$h
DB01000,DB01172,1,DB00909$t
DB04855,DB06684,1,DB00649$t
DB00564,DB01211,1,DB09063$h
DB00387,DB00662,1,DB00730$t
DB06290,DB08875,1,DB06605$h
DB01621,DB06201,1,DB00367$t
DB00450,DB01021,1,DB00376$t
DB00266,DB00440,1,DB00612$t
DB00573,DB08976,1,DB01581$t
DB00188,DB06414,1,DB00771$h
DB00333,DB00384,1,DB00442$t
DB00503,DB00872,1,DB00591$h
DB00564,DB01264,1,DB00669$h
DB05109,DB09073,1,DB01240$t
DB00864,DB04876,1,DB01605$t
DB00501,DB06637,1,DB01083$t
DB00181,DB00906,1,DB06710$h
DB00814,DB01082,1,DB08905$h
DB00728,DB00919,1,DB09288$h
DB00390,DB01211,1,DB01009$h
DB01394,DB08860,1,DB00465$t
DB00757,DB01238,1,DB00120$t
DB00564,DB00687,1,DB11256$t
DB01072,DB06237,1,DB00927$t
DB00214,DB00788,1,DB06707$h
DB00224,DB01126,1,DB00724$h
DB01558,DB05812,1,DB00927$t
DB00501,DB00682,1,DB00876$t
DB00976,DB04855,1,DB01206$h
DB01036,DB05521,1,DB00839$t
DB00295,DB00880,1,DB09070$h
DB00745,DB08903,1,DB00850$t
DB00956,DB01560,1,DB09268$t
DB00335,DB01235,1,DB00227$h
DB04946,DB08873,1,DB09038$h
DB00687,DB00843,1,DB00904$h
DB00496,DB02703,1,DB00388$h
DB00681,DB01234,1,DB00485$t
DB08820,DB08912,1,DB09119$h
DB01232,DB06207,1,DB01247$h
DB00450,DB01255,1,DB00327$t
DB00535,DB01082,1,DB00673$h
DB00839,DB04339,1,DB01136$t
DB01017,DB01202,1,DB00917$t
DB00938,DB09082,1,DB00628$t
DB00904,DB00918,1,DB00833$h
DB00214,DB00605,1,DB00195$t
DB00268,DB00921,1,DB09054$t
DB01251,DB01357,1,DB00654$h
DB00876,DB06212,1,DB09076$t
DB01214,DB08976,1,DB06729$h
DB00759,DB01060,1,DB00295$t
DB00461,DB00790,1,DB01138$h
DB00180,DB00224,1,DB00398$t
DB01551,DB09290,1,DB00709$h
DB00682,DB01139,1,DB09030$h
DB00687,DB01155,1,DB04839$h
DB00231,DB00252,1,DB00867$t
DB00983,DB01288,1,DB04339$t
DB00957,DB01120,1,DB00853$h
DB00572,DB08897,1,DB00570$h
DB00946,DB01418,1,DB00623$t
DB01076,DB01232,1,DB00652$t
DB00285,DB08794,1,DB00871$t
DB00736,DB00847,1,DB00974$h
DB00204,DB00695,1,DB09291$t
DB00794,DB09123,1,DB00846$t
DB00384,DB08976,1,DB00437$t
DB00696,DB01100,1,DB08868$t
DB00573,DB00864,1,DB01137$h
DB01068,DB09065,1,DB00959$t
DB00252,DB00912,1,DB00429$t
DB00682,DB01332,1,DB00317$h
DB00584,DB06212,1,DB00374$h
DB00220,DB01256,1,DB00953$h
DB00443,DB00681,1,DB06702$h
DB00700,DB01197,1,DB01015$h
DB00784,DB01172,1,DB09282$t
DB00502,DB00601,1,DB01106$t
DB00204,DB06636,1,DB00557$h
DB00485,DB00563,1,DB01189$h
DB00530,DB00682,1,DB00842$h
DB00359,DB08907,1,DB05351$h
DB00615,DB00625,1,DB04876$h
DB04837,DB09271,1,DB00248$t
DB00668,DB01247,1,DB00710$t
DB00252,DB01621,1,DB01072$h
DB00252,DB00783,1,DB00180$t
DB00623,DB01247,1,DB05351$h
DB00673,DB08867,1,DB00277$t
DB01100,DB09097,1,DB06410$h
DB01200,DB01224,1,DB01192$h
DB01120,DB04876,1,DB06769$h
DB00605,DB00686,1,DB00611$h
DB00627,DB01076,1,DB00732$t
DB00615,DB09291,1,DB00572$t
DB00497,DB00619,1,DB01236$h
DB00451,DB00564,1,DB00136$h
DB00327,DB00557,1,DB00153$h
DB00252,DB04868,1,DB00524$t
DB01264,DB01411,1,DB01060$h
DB00461,DB01609,1,DB00618$t
DB00977,DB01251,1,DB00308$h
DB00384,DB00611,1,DB00451$h
DB01253,DB01614,1,DB00923$h
DB00554,DB06826,1,DB00990$t
DB00682,DB09075,1,DB04953$t
DB01009,DB06695,1,DB00956$t
DB00351,DB01418,1,DB01259$h
DB00309,DB00343,1,DB00271$h
DB00396,DB06228,1,DB01073$h
DB04855,DB08877,1,DB00591$h
DB00203,DB00338,1,DB00948$t
DB00252,DB01100,1,DB01326$t
DB00669,DB00850,1,DB06603$t
DB01238,DB09063,1,DB00601$h
DB00775,DB00945,1,DB01099$t
DB00248,DB00489,1,DB09079$h
DB00555,DB00732,1,DB00593$h
DB00213,DB00582,1,DB01218$h
DB01045,DB04835,1,DB00518$t
DB00460,DB00814,1,DB00339$t
DB00695,DB00798,1,DB00593$t
DB00318,DB00387,1,DB09290$h
DB00421,DB08907,1,DB00979$t
DB01171,DB01178,1,DB00834$h
DB01264,DB06207,1,DB00794$t
DB00593,DB08820,1,DB01294$h
DB01045,DB06684,1,DB09330$t
DB01140,DB01418,1,DB00706$h
DB01224,DB02703,1,DB06589$h
DB00404,DB06204,1,DB01587$t
DB01560,DB04946,1,DB00218$t
DB01166,DB01418,1,DB00718$t
DB00722,DB00877,1,DB05109$h
DB00502,DB01560,1,DB00700$h
DB00296,DB08881,1,DB09065$h
DB00578,DB00682,1,DB00988$h
DB01024,DB01053,1,DB01218$t
DB00449,DB00696,1,DB02703$t
DB00969,DB01232,1,DB06410$t
DB00604,DB01264,1,DB00966$h
DB00334,DB01255,1,DB06412$t
DB00181,DB00652,1,DB00887$h
DB01168,DB04842,1,DB00718$t
DB00834,DB04908,1,DB08822$h
DB00564,DB00959,1,DB05246$t
DB00838,DB01609,1,DB00501$h
DB00628,DB08820,1,DB00387$h
DB00252,DB00470,1,DB00360$t
DB00973,DB08880,1,DB01087$t
DB08820,DB09401,1,DB09009$h
DB01182,DB04855,1,DB00440$h
DB00932,DB00956,1,DB01369$h
DB00295,DB09280,1,DB00158$h
DB01082,DB01602,1,DB09009$h
DB00598,DB09080,1,DB00309$t
DB00876,DB01235,1,DB08868$h
DB01357,DB03880,1,DB00806$t
DB00586,DB04865,1,DB00554$t
DB00945,DB09290,1,DB01140$h
DB00820,DB01018,1,DB04876$h
DB00775,DB00946,1,DB01210$t
DB01214,DB08896,1,DB01036$h
DB00635,DB01208,1,DB00625$h
DB00104,DB01136,1,DB04908$h
DB00206,DB00998,1,DB00684$h
DB00358,DB00532,1,DB00905$h
DB00997,DB08873,1,DB00851$h
DB00180,DB00976,1,DB00698$h
DB00582,DB06207,1,DB09054$h
DB01215,DB06204,1,DB01333$t
DB01224,DB01255,1,DB00873$t
DB00213,DB00446,1,DB00908$t
DB01264,DB06605,1,DB09082$t
DB00252,DB09039,1,DB09279$h
DB01280,DB08895,1,DB00203$h
DB00496,DB00997,1,DB00754$h
DB00121,DB00415,1,DB00678$t
DB00349,DB06702,1,DB09009$t
DB00564,DB08901,1,DB04910$t
DB01064,DB09042,1,DB08877$h
DB00875,DB01255,1,DB00396$h
DB00252,DB00285,1,DB00305$t
DB00872,DB01181,1,DB00233$t
DB00582,DB00619,1,DB00746$t
DB00497,DB01254,1,DB00300$h
DB00564,DB01320,1,DB01111$t
DB00862,DB01232,1,DB06144$t
DB00559,DB00593,1,DB00518$t
DB00564,DB01267,1,DB01021$h
DB01156,DB06636,1,DB00668$t
DB00503,DB01220,1,DB08906$h
DB00762,DB01232,1,DB09227$h
DB01601,DB09262,1,DB00673$t
DB00564,DB00619,1,DB06210$t
DB00872,DB09049,1,DB00285$h
DB00460,DB00808,1,DB00345$t
DB00335,DB00374,1,DB09134$h
DB00356,DB01041,1,DB01171$t
DB00304,DB00615,1,DB01100$t
DB00181,DB01440,1,DB00889$h
DB00252,DB00440,1,DB06412$t
DB00623,DB04924,1,DB01364$t
DB01064,DB06707,1,DB00287$t
DB00554,DB08912,1,DB00728$h
DB00203,DB00820,1,DB00308$t
DB00214,DB01029,1,DB00521$h
DB00512,DB00684,1,DB08875$t
DB00322,DB00363,1,DB00211$t
DB00220,DB00731,1,DB00244$h
DB00211,DB00852,1,DB08897$h
DB00264,DB00705,1,DB00358$h
DB00564,DB01406,1,DB08905$h
DB00206,DB00333,1,DB02300$h
DB00794,DB06695,1,DB09209$t
DB00196,DB00361,1,DB06412$t
DB00211,DB09009,1,DB01015$t
DB00745,DB01181,1,DB08819$h
DB00224,DB00309,1,DB00740$t
DB00897,DB09073,1,DB00190$h
DB00938,DB00983,1,DB06637$t
DB00266,DB00736,1,DB09128$h
DB01097,DB01177,1,DB00615$t
DB00193,DB00969,1,DB06414$t
DB00301,DB00319,1,DB00445$h
DB00652,DB00903,1,DB01190$h
DB00178,DB00230,1,DB02659$h
DB00749,DB03619,1,DB00267$t
DB04845,DB08873,1,DB01009$t
DB00618,DB01163,1,DB04876$t
DB00841,DB00871,1,DB01380$h
DB00945,DB04831,1,DB00550$t
DB00224,DB00604,1,DB00806$t
DB01232,DB09102,1,DB00723$t
DB01288,DB01407,1,DB01589$h
DB00349,DB00413,1,DB00524$t
DB04861,DB08868,1,DB01248$h
DB00559,DB01087,1,DB00879$h
DB00203,DB00872,1,DB01256$h
DB00945,DB00983,1,DB01590$h
DB00496,DB00559,1,DB08439$h
DB00199,DB06335,1,DB01095$h
DB00620,DB04876,1,DB00960$t
DB00714,DB06288,1,DB00140$t
DB01195,DB01319,1,DB03880$h
DB00224,DB01218,1,DB01029$t
DB01100,DB02703,1,DB08439$h
DB00555,DB00557,1,DB00630$h
DB00468,DB01193,1,DB00635$t
DB00163,DB06228,1,DB00633$h
DB00363,DB01595,1,DB01214$h
DB08881,DB09027,1,DB01416$h
DB00387,DB00496,1,DB00115$h
DB00512,DB09268,1,DB01224$t
DB00374,DB00421,1,DB01250$t
DB00232,DB00776,1,DB01233$h
DB01254,DB01259,1,DB00864$t
DB01106,DB08897,1,DB03880$t
DB00956,DB01259,1,DB00206$t
DB00557,DB00834,1,DB01259$t
DB00264,DB09039,1,DB00278$h
DB00310,DB00333,1,DB00316$t
DB01021,DB01600,1,DB00682$t
DB01184,DB01319,1,DB00535$h
DB00294,DB09065,1,DB00317$h
DB01238,DB08911,1,DB01595$h
DB00808,DB01119,1,DB00497$t
DB01399,DB06813,1,DB06772$t
DB06335,DB06789,1,DB00146$h
DB00368,DB09042,1,DB08934$h
DB00188,DB00224,1,DB00606$t
DB00448,DB00619,1,DB01288$t
DB00295,DB00887,1,DB06589$h
DB00806,DB08822,1,DB00460$t
DB01018,DB01041,1,DB00350$t
DB04868,DB05109,1,DB00146$t
DB00475,DB00651,1,DB00948$h
DB00816,DB01001,1,DB00551$t
DB00374,DB00977,1,DB09211$h
DB00736,DB08864,1,DB01185$t
DB00193,DB01072,1,DB00732$h
DB00635,DB06335,1,DB01070$h
DB00374,DB09030,1,DB00282$h
DB00806,DB00861,1,DB08439$h
DB01062,DB09076,1,DB00140$t
DB00983,DB09059,1,DB00896$h
DB00180,DB00199,1,DB00275$h
DB00502,DB00998,1,DB01268$h
DB00414,DB00860,1,DB01224$h
DB00163,DB00266,1,DB00288$h
DB01083,DB06527,1,DB01235$h
DB00177,DB09038,1,DB00550$t
DB01232,DB09123,1,DB00493$t
DB00266,DB03619,1,DB00255$t
DB00615,DB05676,1,DB01221$t
DB00503,DB00541,1,DB01063$t
DB00808,DB00921,1,DB01234$t
DB00834,DB01418,1,DB01097$t
DB01238,DB06204,1,DB00486$t
DB01263,DB04855,1,DB01607$t
DB00681,DB01172,1,DB01241$h
DB00224,DB00969,1,DB00852$t
DB00318,DB00999,1,DB00851$t
DB00959,DB01609,1,DB00492$t
DB00252,DB00959,1,DB00388$t
DB04348,DB06210,1,DB09221$t
DB04272,DB06789,1,DB06262$h
DB01009,DB09295,1,DB00199$t
DB05521,DB08820,1,DB01018$t
DB00565,DB00919,1,DB01138$h
DB00266,DB00550,1,DB00747$t
DB00500,DB00919,1,DB00620$h
DB00175,DB01264,1,DB01234$t
DB00662,DB04924,1,DB09236$t
DB00524,DB00816,1,DB00795$t
DB00495,DB00811,1,DB00770$h
DB00498,DB00975,1,DB06717$h
DB00624,DB06663,1,DB01364$h
DB00530,DB00559,1,DB00852$h
